original,unstylized
"The servants affirmed they had not seen her. I listened at Mr. Edgar's door; all was silence. I returned to her apartment, extinguished my candle, and seated myself in the window.","The staff confirmed they hadn't seen her. I listened at Mr. Edgar's door; everything was quiet. I returned to his apartment, extinguished my candle, and sat by the window."
"The moon shone bright; a sprinkling of snow covered the ground, and I reflected that she might, possibly, have taken it into her head to walk about the garden, for refreshment. I did detect a figure creeping along the inner fence of the park; but it was not my young mistress: on its emerging into the light, I recognised one of the grooms. He stood a considerable period, viewing the carriage-road through the grounds; then started off at a brisk pace, as if he had detected something, and reappeared presently, leading Miss's pony; and there she was, just dismounted, and walking by its side.","The moon shone brightly; a thin layer of snow covered the ground, and I thought she might have taken it into her head to stroll into the garden and get some fresh air. I saw a figure steal behind the park fence; but it was not my young mistress: in the light, I recognized one of the grooms. He stood for a long time, looking at the road that led through the park; then he moved away quickly, as if he had noticed something, and reappeared a moment later, Mademoiselle's pony at his side; and there she was, just dismounted, walking beside him."
"The man took his charge stealthily across the grass towards the stable. Cathy entered by the casement-window of the drawing-room, and glided noiselessly up to where I awaited her. She put the door gently too, slipped off her snowy shoes, untied her hat, and was proceeding, unconscious of my espionage, to lay aside her mantle, when I suddenly rose and revealed myself.","The man stealthily resumed his work across the grass toward the stable. Cathy came in through the living room window and quietly crept over to where I was waiting for her. She, too, carefully opened the door, took off her snow-white shoes, tied on her hat, and, oblivious to my observation, was just about to take off her cloak when I suddenly stood up and revealed myself."
"The surprise petrified her an instant: she uttered an inarticulate exclamation, and stood fixed. 'My dear Miss Catherine,' I began, too vividly impressed by her recent kindness to break into a scold, 'where have you been riding out at this hour? And why should you try to deceive me by telling a tale? Where have you been? Speak!' 'To the bottom of the park,' she stammered. 'I didn't tell a tale.' 'And nowhere else?' I demanded. 'No,' was the muttered reply. 'Oh, Catherine!' I cried, sorrowfully. 'You know you have been doing wrong, or you wouldn't be driven to uttering an untruth to me. That does grieve me. I'd rather be three months ill, than hear you frame a deliberate lie.' CHAPTER XXIV She sprang forward, and bursting into tears, threw her arms round my neck. 'Well, Ellen, I'm so afraid of you being angry,' she said. 'Promise not to be angry, and you shall know the very truth: I hate to hide it.' We sat down in the window-seat; I assured her I would not scold, whatever her secret might be, and I guessed it, of course; so she commenced 'I've been to Wuthering Heights, Ellen, and I've never missed going a day since you fell ill; except thrice before, and twice after you left your room.","Surprise paralyzed her for a moment; she uttered an inaudible cry and stood frozen. ""My dear Miss Catherine,"" I began, too overcome by her recent kindness to reprove her, ""where have you gone at this hour? And why are you trying to deceive me with a story? Where have you been? Speak!"" ""To the end of the park,"" she stammered. ""I told no story."" ""And nowhere else?"" I asked. ""No,"" she murmured. ""Oh, Catherine!"" I cried dolefully. ""You know you have done wrong, or you need not have been driven to lie. It grieves me. I would rather be ill for three months than see you invent a deliberate lie."" CHAPTER XXIV She jumped up, burst into tears, and threw herself on my neck. ""Well, Ellen, I am afraid you are angry,"" she said. ""Promise me you won't be angry, and you'll find out the truth: I don't mean to hide it."" We sat down on the windowsill. I assured her I wouldn't scold her, whatever her secret might be, and sure enough, I guessed it. So she began: ""I've been to Wuthering Heights, Ellen, and I haven't been away a day since you were taken ill; except three times before, and twice since you left your room."
"I gave Michael books and pictures to prepare Minny every evening, and to put her back in the stable: you mustn't scold him either, mind. I was at the Heights by half-past six, and generally stayed till half-past eight, and then galloped home. It was not to amuse myself that I went: I was often wretched all the time.","Every evening, I gave Michael books and pictures so he could get Minny ready and take her back to the stable: you can't scold her, you know. I was at The Heights at 6:30 p.m. and usually stayed there until 8:30 p.m., then I quickly went home. I didn't go there to entertain myself: I often felt miserable the whole time."
"Now and then I was happy: once in a week perhaps. At first, I expected there would be sad work persuading you to let me keep my word to Linton: for I had engaged to call again next day, when we quitted him; but, as you stayed up-stairs on the morrow, I escaped that trouble. While Michael was refastening the lock of the park door in the afternoon, I got possession of the key, and told him how my cousin wished me to visit him, because he was sick, and couldn't come to the Grange; and how papa would object to my going: and then I negotiated with him about the pony.","Sometimes I was happy: perhaps once a week. At first, I thought it would be a real challenge to persuade you to keep Linton's word: after all, I had promised to come back the next day when we left him; but as you had stayed upstairs the day after, I spared myself the inconvenience. That afternoon, while Michael was locking the park gate, I took the key and told him my cousin wanted me to visit him, as he was ill and couldn't come to the Grange; and Papa objected. Then I negotiated with him about the pony."
"He is fond of reading, and he thinks of leaving soon to get married; so he offered, if I would lend him books out of the library, to do what I wished: but I preferred giving him my own, and that satisfied him better. 'On my second visit Linton seemed in lively spirits; and Zillah (that is their housekeeper) made us a clean room and a good fire, and told us that, as Joseph was out at a prayer-meeting and Hareton Earnshaw was off with his dogs - robbing our woods of pheasants, as I heard afterwards - we might do what we liked. She brought me some warm wine and gingerbread, and appeared exceedingly good- natured, and Linton sat in the arm-chair, and I in the little rocking chair on the hearth-stone, and we laughed and talked so merrily, and found so much to say: we planned where we would go, and what we would do in summer. I needn't repeat that, because you would call it silly. 'One time, however, we were near quarrelling.","He loves reading and is planning to get married soon. So he offered to do anything I wanted if I would lend him some books from the library. But I preferred to give him mine, which he liked better. ""On my second visit, Linton seemed in good spirits; and Zillah (their housekeeper) prepared a clean room and a nice fire for us. She told us we could do as we liked, as Joseph was at a prayer meeting and Hareton Earnshaw was out with his dogs—and, as I later learned, raiding our pheasant woods. She brought me mulled wine and gingerbread and seemed extremely good-natured. Linton sat in the armchair and I in the little rocking chair on the hearth, and we laughed and talked so gaily and had so much to talk about; we made plans about where to go and what to do in the summer. I needn't repeat it, because you would think it absurd."" ""But once we almost quarreled."""
"He said the pleasantest manner of spending a hot July day was lying from morning till evening on a bank of heath in the middle of the moors, with the bees humming dreamily about among the bloom, and the larks singing high up overhead, and the blue sky and bright sun shining steadily and cloudlessly. That was his most perfect idea of heaven's happiness: mine was rocking in a rustling green tree, with a west wind blowing, and bright white clouds flitting rapidly above; and not only larks, but throstles, and blackbirds, and linnets, and cuckoos pouring out music on every side, and the moors seen at a distance, broken into cool dusky dells; but close by great swells of long grass undulating in waves to the breeze; and woods and sounding water, and the whole world awake and wild with joy. He wanted all to lie in an ecstasy of peace; I wanted all to sparkle and dance in a glorious jubilee.","He said the best way to spend a hot July day was to lie on a moor from morning till night, right in the heart of the moor, with the bees buzzing dreamily among the flowers, the larks singing high overhead, and the sky blue and the sun bright, without cloud or interruption. This was his most perfect idea of heavenly happiness; mine was to swing in a rustling green tree with a west wind and brilliant white clouds passing swiftly overhead; and not only larks, but thrushes, blackbirds, linnets, and cuckoos singing all around, and the moor visible in the distance, broken by cool, dark valleys; but quite close by, great waves of tall grass swaying in the breeze; and woods and rippling waters, and the whole world awake and joyful. He wanted everyone to rest in an intoxication of peace; I wanted everyone to shine and dance in a glorious exultation."
"I said his heaven would be only half alive; and he said mine would be drunk: I said I should fall asleep in his; and he said he could not breathe in mine, and began to grow very snappish. At last, we agreed to try both, as soon as the right weather came; and then we kissed each other and were friends. 'After sitting still an hour, I looked at the great room with its smooth uncarpeted floor, and thought how nice it would be to play in, if we removed the table; and I asked Linton to call Zillah in to help us, and we'd have a game at blindman's-buff; she should try to catch us: you used to, you know, Ellen. He wouldn't: there was no pleasure in it, he said; but he consented to play at ball with me.","I said his heaven was half alive; and he said mine was drunk; I said I was falling asleep in his; and he said he couldn't breathe in mine, and was getting out of breath. At last we both decided to try it, as soon as time permitted; and then we kissed and became friends. After we had sat quietly for an hour, I looked around the large room with the smooth, uncarpeted floor, and thought it would be nice to play there with the table gone; and I asked Linton to call Zillah for help, and we would play blind man's buff; she would try to catch us: you did, Ellen. He didn't like it: he didn't like it, he said; but he agreed to play with me."
"We found two in a cupboard, among a heap of old toys, tops, and hoops, and battledores and shuttlecocks. One was marked C., and the other H.; I wished to have the C., because that stood for Catherine, and the H. might be for Heathcliff, his name; but the bran came out of H., and Linton didn't like it. I beat him constantly: and he got cross again, and coughed, and returned to his chair.","We found two in a cupboard, amidst a pile of old toys: tops, hoops, throwing boxes, and springs. One had a C written on it, the other an H. I wanted the C because it stood for Catherine, and the H could have been Heathcliff, his name; but the sound came from H, and Linton didn't like that. I hit him again and again; he got angry again, coughed, and went back to his seat."
"That night, though, he easily recovered his good humour: he was charmed with two or three pretty songs - YOUR songs, Ellen; and when I was obliged to go, he begged and entreated me to come the following evening; and I promised. Minny and I went flying home as light as air; and I dreamt of Wuthering Heights and CHAPTER XXIV my sweet, darling cousin, till morning. 'On the morrow I was sad; partly because you were poorly, and partly that I wished my father knew, and approved of my excursions: but it was beautiful moonlight after tea; and, as I rode on, the gloom cleared. I shall have another happy evening, I thought to myself; and what delights me more, my pretty Linton will.","That evening, however, he quickly recovered his good humor: two or three beautiful songs—YOUR songs, Ellen—enchanted him. When I had to go, he asked me to come back the next evening, and I promised. Light as a feather, Minny and I went home, and I dreamed of Wuthering Heights and my beloved niece until morning. The next morning I was sad; partly because you were ill, and partly because I wished my father had known about and approved of my excursions. But after tea, the moonlight was beautiful; and as I walked on, the darkness lifted. I shall have a pleasant evening yet, I told myself; and what will please me more will be my beautiful Linton."
"I trotted up their garden, and was turning round to the back, when that fellow Earnshaw met me, took my bridle, and bid me go in by the front entrance. He patted Minny's neck, and said she was a bonny beast, and appeared as if he wanted me to speak to him. I only told him to leave my horse alone, or else it would kick him.","I trotted to her farm and was about to turn back when a man named Earnshaw approached me, grabbed my bridle, and led me through the front gate. He patted Minny on the neck and told her she was a sweet animal and seemed to want me to talk to her. I just told him to leave my horse alone, or he would kick it."
"He answered in his vulgar accent, ""It wouldn't do mitch hurt if it did;"" and surveyed its legs with a smile. I was half inclined to make it try; however, he moved off to open the door, and, as he raised the latch, he looked up to the inscription above, and said, with a stupid mixture of awkwardness and elation: ""Miss Catherine! I can read yon, now."" '""Wonderful,"" I exclaimed. ""Pray let us hear you - you ARE grown clever!"" 'He spelt, and drawled over by syllables, the name - ""Hareton Earnshaw."" '""And the figures?"" I cried, encouragingly, perceiving that he came to a dead halt. '""I cannot tell them yet,"" he answered. '""Oh, you dunce!"" I said, laughing heartily at his failure. 'The fool stared, with a grin hovering about his lips, and a scowl gathering over his eyes, as if uncertain whether he might not join in my mirth: whether it were not pleasant familiarity, or what it really was, contempt. I settled his doubts, by suddenly retrieving my gravity and desiring him to walk away, for I came to see Linton, not him.","He replied in his vulgar accent, ""It wouldn't hurt Mitch if it were so,"" and smiled, examining the paws. I was almost tempted to try it, but he went to the door, lifted the latch, looked at the inscription above it, and said with a mixture of embarrassment and glee, ""Miss Catherine! I'm reading you now."" ""Wonderful!"" I exclaimed. ""Tell us, you've gotten clever!"" He spelled the name, stressing the syllables: ""Hareton Earnshaw."" ""And the numbers?"" I called encouragingly, when he suddenly stopped. ""I can't say them yet,"" he replied. ""Oh, you silly!"" I said, laughing heartily at his failure. The idiot stared at me, smiling and frowning, as if considering whether to join in the laughter: was this pleasant familiarity or, what it really was, contempt? I dispelled his doubts by suddenly becoming serious and asking him to leave, for I had come to see Linton, not him."
"He reddened - I saw that by the moonlight - dropped his hand from the latch, and skulked off, a picture of mortified vanity. He imagined himself to be as accomplished as Linton, I suppose, because he could spell his own name; and was marvellously discomfited that I didn't think the same.' 'Stop, Miss Catherine, dear!' - I interrupted. 'I shall not scold, but I don't like your conduct there. If you had remembered that Hareton was your cousin as much as Master Heathcliff, you would have felt how improper it was to behave in that way.","He blushed—I saw him in the moonlight—dropped his hand on the latch, and slunk away, a symbol of wounded vanity. He considered himself as competent as Linton, presumably because he could spell his own name; and he was surprisingly dismayed that I didn't think the same. ""Stop it, Miss Catherine, my dear!"" I interrupted. ""I don't mean to scold you, but I don't appreciate your behavior. If you had considered that Hareton was as much your cousin as Master Heathcliff, you would have understood how unseemly this behavior was."""
"At least, it was praiseworthy ambition for him to desire to be as accomplished as Linton; and probably he did not learn merely to show off: you had made him ashamed of his ignorance before, I have no doubt; and he wished to remedy it and please you. To sneer at his imperfect attempt was very bad breeding. Had you been brought up in his circumstances, would you be less rude? He was as quick and as intelligent a child as ever you were; and I'm hurt that he should be despised now, because that base Heathcliff has treated him so unjustly.' 'Well, Ellen, you won't cry about it, will you?' she exclaimed, surprised at my earnestness. 'But wait, and you shall hear if he conned his A B C to please me; and if it were worth while being civil to the brute.","It was certainly a laudable ambition of his to strive for as much success as Linton; and he probably didn't learn it just to show off: you had no doubt already reproached him for his ignorance; and he wanted to correct it and please you. To laugh at his imperfect efforts was a sign of very bad breeding. Had you been brought up under his circumstances, would you have been less rude? He was as lively and clever a child as you are; and it pains me that he is now despised because that wicked Heathcliff treated him so unfairly. ""Well, Ellen, you won't cry, will you?"" she cried, surprised by my earnestness. ""But wait, and then you'll know whether he has twisted his ABCs to please me; and whether it has been worth your while to be civil to the beast."""
"I entered; Linton was lying on the settle, and half got up to welcome me. '""I'm ill to-night, Catherine, love,"" he said; ""and you must have all the talk, and let me listen. Come, and sit by me. I was sure you wouldn't break your word, and I'll make you promise again, before you go."" 'I knew now that I mustn't tease him, as he was ill; and I spoke softly and put no questions, and avoided irritating him in any way.","I entered; Linton was lying on the sofa and half rose to receive me. ""I am ill this evening, Catherine, my dear,"" he said, ""and you must talk so that I can listen. Come and sit by me. I felt sure you would not break your word, and I will exact your promise once more before you go."" I knew now that I must not anger him, for he was ill; so I spoke gently, without asking questions, and avoided irritating him."
"I had brought some of my nicest books for him: he asked me to read a little of one, and I was about to comply, when Earnshaw burst the door open: having gathered venom with reflection. He advanced direct to us, seized Linton by the arm, and swung him off the seat. '""Get to thy own room!"" he said, in a voice almost inarticulate with passion; and his face looked swelled and CHAPTER XXIV furious. ""Take her there if she comes to see thee: thou shalln't keep me out of this. Begone wi' ye both!"" 'He swore at us, and left Linton no time to answer, nearly throwing him into the kitchen; and he clenched his fist as I followed, seemingly longing to knock me down.","I had brought him some of my favorite books. He asked me to read him a passage, and I was about to oblige when Earnshaw, lost in thought, flung open the door. He strode toward us, grabbed Linton by the arm, and threw him off his chair. ""Go to your room!"" he said, his voice barely audible with anger; his face was swollen and furious. ""Take her there when she comes to visit you. You won't lock me out. Get out of here, both of you!"" He cursed us and didn't give Linton time to reply. He almost hurled him into the kitchen. He clenched his fist as I followed, evidently preparing to hit me."
"I was afraid for a moment, and I let one volume fall; he kicked it after me, and shut us out. I heard a malignant, crackly laugh by the fire, and turning, beheld that odious Joseph standing rubbing his bony hands, and quivering. '""I wer sure he'd sarve ye out! He's a grand lad! He's getten t' raight sperrit in him! HE knaws - ay, he knaws, as weel as I do, who sud be t' maister yonder - Ech, ech, ech! He made ye skift properly! Ech, ech, ech!"" '""Where must we go?"" I asked of my cousin, disregarding the old wretch's mockery. 'Linton was white and trembling. He was not pretty then, Ellen: oh, no! he looked frightful; for his thin face and large eyes were wrought into an expression of frantic, powerless fury.","I was startled for a moment and dropped a book; he hurled it behind me, preventing us from entering. I heard an evil, crackling laugh by the fire, and when I turned around, I saw that loathsome Joseph standing there, rubbing his bony hands, trembling. ""I knew he'd finish you off! He's a good fellow! He's got a good mind! He knows—indeed, he knows as well as I do who's boss around here—Eh, eh, eh! He's got you right! Eh, eh, eh!"" ""Where are we going?"" I asked my cousin, ignoring the old man's sneering remarks. ""Linton was pale and trembling. He wasn't handsome, Ellen: oh no! He looked dreadful; his narrow face and large eyes expressed a panicked, impotent rage."""
"He grasped the handle of the door, and shook it: it was fastened inside. '""If you don't let me in, I'll kill you! - If you don't let me in, I'll kill you!"" he rather shrieked than said. ""Devil! devil! - I'll kill you - I'll kill you!"" Joseph uttered his croaking laugh again. '""Thear, that's t' father!"" he cried. ""That's father! We've allas summut o' either side in us. Niver heed, Hareton, lad - dunnut be 'feard - he cannot get at thee!"" 'I took hold of Linton's hands, and tried to pull him away; but he shrieked so shockingly that I dared not proceed. At last his cries were choked by a dreadful fit of coughing; blood gushed from his mouth, and he fell on the ground.","He grabbed the doorknob and shook it: it was locked from the inside. ""If you don't let me in, I'll kill you! If you don't let me in, I'll kill you!"" he screamed, instead of saying it. ""Devil! Devil! I'll kill you, I'll kill you!"" Joseph laughed hoarsely. ""Good heavens, it's Father!"" he cried. ""It's Father! We all have both inside us. Don't be afraid, Hareton, my boy, don't be afraid, he can't touch you!"" I grabbed Linton's hands and tried to pull him away, but he screamed so loudly that I didn't dare go any further. Finally, his screams were drowned out by a violent coughing fit; blood spurted from his mouth and he fell to the floor."
"I ran into the yard, sick with terror; and called for Zillah, as loud as I could. She soon heard me: she was milking the cows in a shed behind the barn, and hurrying from her work, she inquired what there was to do? I hadn't breath to explain; dragging her in, I looked about for Linton. Earnshaw had come out to examine the mischief he had caused, and he was then conveying the poor thing up-stairs.","Terrified, I ran into the yard and called loudly for Zillah. She soon heard me: she was milking cows in a pen behind the barn and had rushed down from her work to ask what was wrong. I could hardly explain; I dragged her inside and looked around for Linton. Earnshaw had gone out to see what he had done and was just mounting the poor animal."
"Zillah and I ascended after him; but he stopped me at the top of the steps, and said I shouldn't go in: I must go home. I exclaimed that he had killed Linton, and I WOULD enter. Joseph locked the door, and declared I should do ""no sich stuff,"" and asked me whether I were ""bahn to be as mad as him."" I stood crying till the housekeeper reappeared.","Zillah and I followed him, but he stopped me at the top of the stairs and told me not to go in: I had to go back. I screamed that he had murdered Linton and I wanted to go in at all costs. Joseph locked the door and told me not to do anything stupid. He asked me if I was as crazy as he was. I stood there crying until the housekeeper came back."
"She affirmed he would be better in a bit, but he couldn't do with that shrieking and din; and she took me, and nearly carried me into the house. 'Ellen, I was ready to tear my hair off my head! I sobbed and wept so that my eyes were almost blind; and the ruffian you have such sympathy with stood opposite: presuming every now and then to bid me ""wisht,"" and denying that it was his fault; and, finally, frightened by my assertions that I would tell papa, and that he should be put in prison and hanged, he commenced blubbering himself, and hurried out to hide his cowardly agitation. Still, I was not rid of him: when at length they compelled me to depart, and I had got some hundred yards off the premises, he suddenly issued from the shadow of the road-side, and checked Minny and took hold of me. '""Miss Catherine, I'm ill grieved,"" he began, ""but it's rayther too bad - "" 'I gave him a cut with my whip, thinking perhaps he would murder me. He let go, thundering one of his horrid curses, and I galloped home more than half out of my senses. 'I didn't bid you good-night that evening, and I didn't go to Wuthering Heights the next: I wished to go exceedingly; but I was strangely excited, and dreaded to hear that Linton was dead, sometimes; and sometimes shuddered at the thought of encountering Hareton.","She assured him he would soon feel better, but he couldn't stand the shouting and noise. So she picked me up and practically carried me to the house. ""Ellen, I could have almost pulled my hair out!"" I sobbed and cried so much I was almost blind. And the villain you sympathize with stood before me: he dared to call me ""Wish"" now and then and denied it was his fault. And finally, terrified by my claims that I would tell Papa and he would be imprisoned and hanged, he began to sob himself and ran out to hide his cowardly excitement. But I wasn't rid of him yet: when they had finally pushed me away and I was only a few hundred yards from the property, he suddenly leaped out of the shadows of the road, stopped Minny, and grabbed me. ""Miss Catherine, I am deeply grieved,"" he began, ""but this is far too much—"" ""I gave him a lash of the whip because I thought he was going to kill me. He let me go, uttered one of his horrible curses, and I galloped home half-mad. I neither said good night to you that evening, nor did I go to Wuthering Heights the next day. I longed to go there, but I was strangely excited, and sometimes I dreaded hearing of Linton's death, and sometimes I shuddered at the thought of meeting Hareton."""
"On the third day I took courage: at least, I CHAPTER XXIV couldn't bear longer suspense, and stole off once more. I went at five o'clock, and walked; fancying I might manage to creep into the house, and up to Linton's room, unobserved. However, the dogs gave notice of my approach.","On the third day, I plucked up the courage: I couldn't stand the waiting any longer, so I sneaked out again. I left at five o'clock, thinking I could sneak into the house and get to Linton's room. But the dogs noticed me."
"Zillah received me, and saying ""the lad was mending nicely,"" showed me into a small, tidy, carpeted apartment, where, to my inexpressible joy, I beheld Linton laid on a little sofa, reading one of my books. But he would neither speak to me nor look at me, through a whole hour, Ellen: he has such an unhappy temper. And what quite confounded me, when he did open his mouth, it was to utter the falsehood that I had occasioned the uproar, and Hareton was not to blame! Unable to reply, except passionately, I got up and walked from the room.","Zillah greeted me and said, ""The boy has woken up."" Afterward, I entered a clean, small, carpeted apartment. To my great joy, I saw Linton lying on a small sofa, reading one of my books. But he didn't speak to me for an hour, or even look at me, Ellen: he was in such a bad mood. And what completely surprised me when he opened his mouth was that I had caused the whole commotion with my lie, and it wasn't Hareton's fault! Unable to respond except passionately, I stood up and left the room."
"He sent after me a faint ""Catherine!"" He did not reckon on being answered so: but I wouldn't turn back; and the morrow was the second day on which I stayed at home, nearly determined to visit him no more. But it was so miserable going to bed and getting up, and never hearing anything about him, that my resolution melted into air before it was properly formed. It had appeared wrong to take the journey once; now it seemed wrong to refrain.","He sent me a vague ""Catherine!"" He hadn't expected such a reply, but I didn't want to go back; and the next day I stayed home for the second time, almost determined never to visit him again. But it was so painful to go to bed and get up without ever hearing from him that my resolve vanished before it had fully formed. Starting the trip had seemed like a mistake; now it also seemed a mistake to cut it short."
"Michael came to ask if he must saddle Minny; I said ""Yes,"" and considered myself doing a duty as she bore me over the hills. I was forced to pass the front windows to get to the court: it was no use trying to conceal my presence. '""Young master is in the house,"" said Zillah, as she saw me making for the parlour. I went in; Earnshaw was there also, but he quitted the room directly.","Michael came and asked if he could saddle Minny. I said ""yes,"" considering myself a chore while she carried me over the hills. I had to pass the front windows to get into the yard; hiding was no use. ""The young master is in the house,"" said Zillah, seeing me approaching the parlor. I went in; Earnshaw was there too, but immediately left the room."
"Linton sat in the great arm-chair half asleep; walking up to the fire, I began in a serious tone, partly meaning it to be true '""As you don't like me, Linton, and as you think I come on purpose to hurt you, and pretend that I do so every time, this is our last meeting: let us say good-bye; and tell Mr. Heathcliff that you have no wish to see me, and that he mustn't invent any more falsehoods on the subject."" '""Sit down and take your hat off, Catherine,"" he answered. ""You are so much happier than I am, you ought to be better. Papa talks enough of my defects, and shows enough scorn of me, to make it natural I should doubt myself. I doubt whether I am not altogether as worthless as he calls me, frequently; and then I feel so cross and bitter, I hate everybody! I am worthless, and bad in temper, and bad in spirit, almost always; and, if you choose, you may say good-bye: you'll get rid of an annoyance.","Linton was half asleep in his large armchair. I stepped to the fire and began in a serious, almost convincing tone: ""Since you dislike me, Linton, and because you think I mean to harm you on purpose, and you behave so every time, this is our last meeting. Let us say goodbye and tell Mr. Heathcliff that you do not wish to see me again and that he should not invent any more lies about it."" ""Sit down and take off your hat, Catherine,"" he replied. ""You are so much happier than I; you ought to be happier. Papa talks so often about my faults and shows me such contempt that I doubt myself. I wonder if I am not as useless as he often tells me; and then I am so angry and bitter that I hate everyone! I am useless, ill-tempered, and bad-tempered, almost always; and if you like, you can say goodbye to me: then you will be rid of a source of annoyance."""
"Only, Catherine, do me this justice: believe that if I might be as sweet, and as kind, and as good as you are, I would be; as willingly, and more so, than as happy and as healthy. And believe that your kindness has made me love you deeper than if I deserved your love: and though I couldn't, and cannot help showing my nature to you, I regret it and repent it; and shall regret and repent it till I die!"" 'I felt he spoke the truth; and I felt I must forgive him: and, though we should quarrel the next moment, I must forgive him again. We were reconciled; but we cried, both of us, the whole time I stayed: not entirely for sorrow; yet I WAS sorry Linton had that distorted nature.","Only, Catherine, be just to me: believe that if I could be as sweet, kind, and good as you, I would be; as happy, and happier still, as if I were as happy and healthy. And believe that your kindness has made me love you more deeply than if I deserved your love. And though I could not and cannot refrain from revealing my nature to you, I regret it, and will regret it, and will regret it until I die! ""I felt that he spoke the truth; and I felt that I must forgive him; and even if we should quarrel the next moment, I must forgive him again. We were reconciled; but we both wept the whole time I stayed: not only from grief, but I was sorry that Linton had such a stubborn disposition."""
"He'll never let his friends be at ease, and he'll never be at ease himself! I have always gone to his little parlour, since that night; because his father returned the day after. 'About three times, I think, we have been merry and hopeful, as we were the first evening; the rest of my visits were dreary and troubled: now with his selfishness and spite, and now with his sufferings: but I've learned to endure the former with nearly as little resentment as the latter. Mr. Heathcliff purposely avoids me: I have hardly seen him at all. Last Sunday, indeed, coming earlier than usual, I heard him abusing poor Linton cruelly for his conduct of the night before.","He never leaves his friends alone, and he is never alone himself! Since that evening, I have always gone to his parlor, for his father came again the next day. ""I think we were cheerful and hopeful about three times, just as we were on the first evening; my other visits were gloomy and troubled: sometimes because of his selfishness and resentment, sometimes because of his suffering; but I have learned to bear the former with almost as much resentment as the latter. Mr. Heathcliff purposely avoids me; I have hardly seen him. Last Sunday, even earlier than usual, I heard him cruelly reproving poor Linton for his conduct the day before."""
"I can't tell how he knew of it, unless he listened. Linton had certainly behaved provokingly: however, it was the business of nobody but me, and I interrupted Mr. Heathcliff's lecture by entering and telling him so. He burst into a laugh, and went away, saying he was glad I took that view of the matter.","I can't say how he knew, unless he was listening. Linton had certainly behaved provocatively; however, that was entirely my business, and I interrupted Mr. Heathcliff's lecture by going in and telling him. He burst out laughing and left. He said he was glad I shared his point of view."
"Since then, I've told Linton he must whisper his bitter things. Now, Ellen, you have heard all. I can't be prevented from going to Wuthering Heights, except by inflicting misery on two people; whereas, if you'll only not tell papa, my going need disturb the tranquillity of none.","Since then, I've instructed Linton to whisper his bitter words. ""Ellen, you heard everything. No one can stop me from going to Wuthering Heights unless I cause trouble for two people. If you don't tell Papa, I won't have to bother anyone."""
"You'll not tell, will you? It will be very heartless, if you do.' 'I'll make up my mind on that point by to-morrow, Miss Catherine,' I replied. 'It requires some study; and so I'll leave you to your rest, and go think it over.' I thought it over aloud, in my master's presence; walking straight from her room to his, and relating the whole story: with the exception of her conversations with her cousin, and any mention of Hareton. Mr. Linton was alarmed and distressed, more than he would acknowledge to me. In the morning, Catherine learnt my betrayal of her confidence, and she learnt also that her secret visits were to end.","You won't tell, will you? That would be cruel of you. ""I'll decide tomorrow, Miss Catherine,"" I replied. ""It requires a little thought; so I'll leave you to think it over alone."" I thought it over aloud, in my master's presence; I went directly from his room to hers and told him the whole story, except for his conversations with his cousin and the mention of Hareton. Mr. Linton was shocked and upset, more than he cared to admit. The next morning, Catherine learned that I had betrayed her trust, and she also learned that her secret visits would be at an end."
"In vain she wept and writhed against the interdict, and implored her father to have pity on Linton: all she got to comfort her was a promise that he would write and give him leave to come to the Grange when he pleased; but explaining that he must no longer expect to see Catherine at Wuthering Heights. Perhaps, had he been aware of his nephew's disposition and state of health, he would have seen fit to withhold even that slight consolation. 'THESE things happened last winter, sir,' said Mrs. Dean; 'hardly more than a year ago. Last winter, I did not think, at another twelve months' end, I should be amusing a stranger to the family with relating them! Yet, who knows how long you'll be a stranger? You're too young to rest always contented, living by yourself; and I some way fancy no one could see Catherine Linton and not love her.","In vain she wept and writhed against the prohibition, and implored her father to pity Linton. The only consolation she could muster was to promise to write to him, allowing him to come to the Grange whenever he chose, but to explain that he must not see Catherine again at Wuthering Heights. Perhaps he would have seen fit to refuse her even this feeble consolation if he had known of his nephew's state of health. ""These things happened last winter, sir,"" said Mrs. Dean; ""scarcely more than a year ago. Last winter I did not think that in twelve years I should be able to entertain a stranger to the family with this story! But who knows how long you will remain a stranger? You are too young to live alone; and I believe no one can see Catherine Linton without loving her."""
"You smile; but why do you look so lively and interested when I talk about her? and why have you asked me to hang her picture over your fireplace? and why - ?' 'Stop, my good friend!' I cried. 'It may be very possible that I should love her; but would she love me? I doubt it too much to venture my tranquillity by running into temptation: and then my home is not here. I'm of the busy world, and to its arms I must return. Go on.","You laugh; but why do you look so lively and interested when I speak of her? And why did you ask me to hang her portrait over your fireplace? And why—"" ""Stop, my dear friend!"" I cried. ""It is quite possible that I love her; but would she love me? I doubt it too much to risk my peace by yielding to temptation. And besides, my home is not here. I belong to the busy world and must return to its arms. Go."""
